labels,values0,31667465.txt
0,31354948.txt
0,31544157.txt
1,31683589.txt
0,31683584.txt
0,31683578.txt
0,31683569.txt
0,31683566.txt
0,31683550.txt
0,31683525.txt
0,31681473.txt
0,31683392.txt
0,31683288.txt
0,31683198.txt
0,31683196.txt
0,31683165.txt
0,31683157.txt
0,31683059.txt
0,31683025.txt
0,31683010.txt
0,31683009.txt
0,31682997.txt
0,31682996.txt
0,31682977.txt
0,31682961.txt
0,31682960.txt
0,31682923.txt
0,31682919.txt
0,31682908.txt
0,31682879.txt
0,31682853.txt
0,31682785.txt
0,31682746.txt
0,31682727.txt
0,31682641.txt
0,31682636.txt
0,31682601.txt
0,31682595.txt
0,31682562.txt
0,31682559.txt
0,31682557.txt
0,31682478.txt
0,31682228.txt
0,31682220.txt
0,31682219.txt
0,31682207.txt
0,31682201.txt
0,31682199.txt
0,31682177.txt
0,31682165.txt
0,31682075.txt
0,31682070.txt
0,31681958.txt
0,31681849.txt
0,31681812.txt
0,31681751.txt
0,31681738.txt
0,31681654.txt
0,31681638.txt
0,31681621.txt
0,31681602.txt
0,31681558.txt
0,31681544.txt
0,31681542.txt
0,31681431.txt
0,31681418.txt
0,31681406.txt
0,31681384.txt
0,31681375.txt
0,31681357.txt
0,31681335.txt
0,31681324.txt
0,31681314.txt
0,31681312.txt
0,31681311.txt
0,31681307.txt
0,31681302.txt
0,31681301.txt
0,31681300.txt
0,31681286.txt
0,31681270.txt
0,31681267.txt
0,31681253.txt
0,31681246.txt
0,31681236.txt
0,31681233.txt
0,31681227.txt
0,31681209.txt
0,31681207.txt
0,31681196.txt
0,31681195.txt
0,31681190.txt
0,31681109.txt
0,31680987.txt
0,31680975.txt
0,31680648.txt
0,31680637.txt
0,31680474.txt
0,31680451.txt
0,31680350.txt
0,31680308.txt
0,31680299.txt
0,31680166.txt
0,31680074.txt
0,31680002.txt
0,31680000.txt
0,31679972.txt
0,31679931.txt
0,31679907.txt
0,31679866.txt
0,31679864.txt
0,31679813.txt
0,31679792.txt
0,31679707.txt
0,31679637.txt
0,31679562.txt
0,31679542.txt
0,31679477.txt
0,31679371.txt
0,31679361.txt
0,31679215.txt
0,31679166.txt
0,31679137.txt
0,31679131.txt
0,31679118.txt
0,31679082.txt
0,31679043.txt
0,31678990.txt
0,31678897.txt
0,31678896.txt
0,31678836.txt
0,31678818.txt
0,31678773.txt
0,31678772.txt
0,31678757.txt
0,31678666.txt
0,31678648.txt
0,31678646.txt
0,31678645.txt
0,31678621.txt
0,31678602.txt
0,31678535.txt
0,31678479.txt
0,31678478.txt
0,31678415.txt
0,31678367.txt
0,31678350.txt
0,31678345.txt
0,31678303.txt
0,31678288.txt
0,31678280.txt
0,31678266.txt
0,31678241.txt
0,31678239.txt
0,31678220.txt
0,31678195.txt
0,31678190.txt
0,31678182.txt
0,31678173.txt
0,31678152.txt
0,31678122.txt
0,31678121.txt
0,31678094.txt
0,31678055.txt
0,31678047.txt
0,31678020.txt
0,31677967.txt
0,31677959.txt
0,31677955.txt
0,31677948.txt
0,31677874.txt
0,31677808.txt
0,31677708.txt
0,31677638.txt
0,31677616.txt
0,31677608.txt
0,31677607.txt
0,31677416.txt
0,31677415.txt
0,31677377.txt
